datetime,timestamp_desc,source,source_long,message,parser,display_name,tag,hostname,username
2024-11-12T11:00:05Z,Logged,EVTX,Security Event Log,"Event ID: 4624 An account was successfully logged on. Account Name: svc-sql Logon Type: 5 Authentication Package: Kerberos Source Network Address: 10.0.1.20 Logon Process: Service",winevt/EVTX,SQLSERVER-01-Security,,SQLSERVER-01,svc-sql
2024-11-12T11:30:20Z,Logged,EVTX,Security Event Log,"Event ID: 5140 A network share object was accessed. Share Name: \\FILESERVER-01\IT Account Name: itadmin Source Address: 10.0.0.88 Access Mask: 0x1",winevt/EVTX,FILESERVER-01-Security,,FILESERVER-01,itadmin
2024-11-12T12:00:00Z,Logged,EVTX,Windows Event Log,"Event ID: 4702 A scheduled task was updated. Task Name: DailyBackup Updated By: SYSTEM",winevt/EVTX,FILESERVER-01-System,,FILESERVER-01,SYSTEM
2024-11-12T12:15:33Z,Logged,EVTX,Security Event Log,"Event ID: 4624 An account was successfully logged on. Account Name: jsmith Logon Type: 3 Authentication Package: Kerberos Source Network Address: 10.0.0.105 Workstation Name: WS-HR01",winevt/EVTX,FILESERVER-01-Security,,FILESERVER-01,jsmith
2024-11-12T12:30:05Z,Logged,EVTX,Security Event Log,"Event ID: 5140 A network share object was accessed. Share Name: \\FILESERVER-01\HR Account Name: jsmith Source Address: 10.0.0.105 Access Mask: 0x3",winevt/EVTX,FILESERVER-01-Security,,FILESERVER-01,jsmith
2024-11-12T13:00:11Z,Logged,EVTX,Security Event Log,"Event ID: 4624 An account was successfully logged on. Account Name: svc-backup Logon Type: 5 Authentication Package: Kerberos Source Network Address: 10.0.1.30 Logon Process: Service",winevt/EVTX,FILESERVER-01-Security,,FILESERVER-01,svc-backup
2024-11-12T13:30:18Z,Logged,EVTX,Windows Event Log,"Event ID: 4702 A scheduled task was updated. Task Name: MonthlyReport Updated By: SYSTEM",winevt/EVTX,FILESERVER-01-System,,FILESERVER-01,SYSTEM
2024-11-12T14:00:40Z,Logged,EVTX,Security Event Log,"Event ID: 4624 An account was successfully logged on. Account Name: mwilson Logon Type: 3 Authentication Package: Kerberos Source Network Address: 10.0.0.111 Workstation Name: WS-FIN01",winevt/EVTX,FILESERVER-01-Security,,FILESERVER-01,mwilson
2024-11-12T14:20:55Z,Logged,EVTX,Security Event Log,"Event ID: 5140 A network share object was accessed. Share Name: \\FILESERVER-01\Finance Account Name: mwilson Source Address: 10.0.0.111 Access Mask: 0x1",winevt/EVTX,FILESERVER-01-Security,,FILESERVER-01,mwilson
2024-11-12T15:00:14Z,Logged,EVTX,Security Event Log,"Event ID: 4624 An account was successfully logged on. Account Name: itadmin Logon Type: 3 Authentication Package: Kerberos Source Network Address: 10.0.0.88 Workstation Name: WS-IT01",winevt/EVTX,FILESERVER-01-Security,,FILESERVER-01,itadmin
2024-11-12T15:30:22Z,Logged,EVTX,Security Event Log,"Event ID: 5140 A network share object was accessed. Share Name: \\FILESERVER-01\IT Account Name: itadmin Source Address: 10.0.0.88 Access Mask: 0x3",winevt/EVTX,FILESERVER-01-Security,,FILESERVER-01,itadmin
2024-11-12T16:00:08Z,Logged,EVTX,Security Event Log,"Event ID: 4624 An account was successfully logged on. Account Name: svc-backup Logon Type: 5 Authentication Package: Kerberos Source Network Address: 10.0.1.30 Logon Process: Service",winevt/EVTX,FILESERVER-01-Security,,FILESERVER-01,svc-backup
2024-11-12T16:15:30Z,Logged,EVTX,Security Event Log,"Event ID: 5140 A network share object was accessed. Share Name: \\FILESERVER-01\Finance Account Name: jsmith Source Address: 10.0.0.105 Access Mask: 0x1",winevt/EVTX,FILESERVER-01-Security,,FILESERVER-01,jsmith
2024-11-12T16:42:05Z,Logged,EVTX,Security Event Log,"Event ID: 4624 An account was successfully logged on. Account Name: mwilson Logon Type: 3 Authentication Package: NTLM Source Network Address: 10.0.0.111 Workstation Name: WS-FIN01",winevt/EVTX,FILESERVER-01-Security,lateral-movement,FILESERVER-01,mwilson
2024-11-12T16:43:10Z,Logged,EVTX,Windows Event Log,"Event ID: 7045 A new service was installed. Service Name: PSEXESVC Service File Name: %SystemRoot%\PSEXESVC.exe Service Type: user mode service Service Start Type: demand start",winevt/EVTX,FILESERVER-01-System,persistence,FILESERVER-01,SYSTEM
2024-11-12T16:44:02Z,Logged,EVTX,Security Event Log,"Event ID: 4672 Special privileges assigned to new logon. Account Name: mwilson Privileges: SeDebugPrivilege SeImpersonatePrivilege SeTcbPrivilege",winevt/EVTX,FILESERVER-01-Security,privilege-escalation,FILESERVER-01,mwilson
2024-11-12T16:44:30Z,Logged,EVTX,Security Event Log,"Event ID: 5140 A network share object was accessed. Share Name: \\FILESERVER-01\ADMIN$ Account Name: mwilson Source Address: 10.0.0.111 Access Mask: 0x3",winevt/EVTX,FILESERVER-01-Security,lateral-movement,FILESERVER-01,mwilson
2024-11-12T16:46:15Z,Logged,EVTX,Security Event Log,"Event ID: 4688 A new process was created. Account Name: mwilson Process Name: powershell.exe Process Command Line: powershell.exe -nop -w hidden -enc JABjAGwA Creator Process Name: cmd.exe",winevt/EVTX,FILESERVER-01-Security,execution,FILESERVER-01,mwilson
2024-11-12T16:47:00Z,Logged,EVTX,Security Event Log,"Event ID: 5140 A network share object was accessed. Share Name: \\FILESERVER-01\C$ Account Name: mwilson Source Address: 10.0.0.111 Access Mask: 0x3",winevt/EVTX,FILESERVER-01-Security,lateral-movement,FILESERVER-01,mwilson
2024-11-12T16:52:10Z,Logged,EVTX,Security Event Log,"Event ID: 4624 An account was successfully logged on. Account Name: mwilson Logon Type: 3 Authentication Package: NTLM Source Network Address: 10.0.0.111 Workstation Name: SQLSERVER-01",winevt/EVTX,SQLSERVER-01-Security,lateral-movement,SQLSERVER-01,mwilson
2024-11-12T16:53:05Z,Logged,EVTX,Windows Event Log,"Event ID: 7045 A new service was installed. Service Name: PSEXESVC Service File Name: %SystemRoot%\PSEXESVC.exe Service Type: user mode service Service Start Type: demand start",winevt/EVTX,SQLSERVER-01-System,persistence,SQLSERVER-01,SYSTEM
2024-11-12T16:53:40Z,Logged,EVTX,Security Event Log,"Event ID: 4672 Special privileges assigned to new logon. Account Name: mwilson Privileges: SeDebugPrivilege SeImpersonatePrivilege SeTcbPrivilege",winevt/EVTX,SQLSERVER-01-Security,privilege-escalation,SQLSERVER-01,mwilson
2024-11-12T16:55:00Z,Logged,EVTX,Security Event Log,"Event ID: 4688 A new process was created. Account Name: mwilson Process Name: procdump64.exe Process Command Line: procdump64.exe -accepteula -ma lsass.exe C:\Windows\Temp\ls.dmp Creator Process Name: powershell.exe",winevt/EVTX,SQLSERVER-01-Security,credential-dumping,SQLSERVER-01,mwilson
2024-11-12T17:00:05Z,Logged,EVTX,Security Event Log,"Event ID: 4688 A new process was created. Account Name: mwilson Process Name: powershell.exe Process Command Line: powershell.exe -nop -w hidden -enc JABjAGwA Creator Process Name: cmd.exe",winevt/EVTX,SQLSERVER-01-Security,execution,SQLSERVER-01,mwilson
2024-11-12T18:00:10Z,Logged,EVTX,Security Event Log,"Event ID: 4624 An account was successfully logged on. Account Name: svc-backup Logon Type: 5 Authentication Package: Kerberos Source Network Address: 10.0.1.30 Logon Process: Service",winevt/EVTX,FILESERVER-01-Security,,FILESERVER-01,svc-backup
2024-11-12T19:00:22Z,Logged,EVTX,Security Event Log,"Event ID: 5140 A network share object was accessed. Share Name: \\FILESERVER-01\Backup Account Name: svc-backup Source Address: 10.0.1.30 Access Mask: 0x3",winevt/EVTX,FILESERVER-01-Security,,FILESERVER-01,svc-backup
2024-11-13T07:05:44Z,Logged,EVTX,Security Event Log,"Event ID: 4624 An account was successfully logged on. Account Name: svc-backup Logon Type: 5 Authentication Package: Kerberos Source Network Address: 10.0.1.30 Logon Process: Service",winevt/EVTX,FILESERVER-01-Security,,FILESERVER-01,svc-backup
2024-11-13T07:20:15Z,Logged,EVTX,Security Event Log,"Event ID: 4624 An account was successfully logged on. Account Name: jsmith Logon Type: 3 Authentication Package: Kerberos Source Network Address: 10.0.0.105 Workstation Name: WS-HR01",winevt/EVTX,FILESERVER-01-Security,,FILESERVER-01,jsmith
2024-11-13T07:30:05Z,Logged,EVTX,Security Event Log,"Event ID: 5140 A network share object was accessed. Share Name: \\FILESERVER-01\HR Account Name: jsmith Source Address: 10.0.0.105 Access Mask: 0x1",winevt/EVTX,FILESERVER-01-Security,,FILESERVER-01,jsmith
2024-11-13T07:55:30Z,Logged,EVTX,Security Event Log,"Event ID: 4624 An account was successfully logged on. Account Name: svc-sql Logon Type: 5 Authentication Package: Kerberos Source Network Address: 10.0.1.20 Logon Process: Service",winevt/EVTX,SQLSERVER-01-Security,,SQLSERVER-01,svc-sql
2024-11-13T08:10:00Z,Logged,EVTX,Windows Event Log,"Event ID: 4702 A scheduled task was updated. Task Name: DailyBackup Updated By: SYSTEM",winevt/EVTX,FILESERVER-01-System,,FILESERVER-01,SYSTEM
2024-11-13T08:30:14Z,Logged,EVTX,Security Event Log,"Event ID: 4648 A logon was attempted using explicit credentials. Account Name: mwilson Target Server Name: DC-01 Target Account Name: mwilson Network Address: 10.0.1.5",winevt/EVTX,FILESERVER-01-Security,lateral-movement,FILESERVER-01,mwilson
2024-11-13T08:35:05Z,Logged,EVTX,Security Event Log,"Event ID: 4624 An account was successfully logged on. Account Name: mwilson Logon Type: 3 Authentication Package: Kerberos Source Network Address: 10.0.1.30 Workstation Name: FILESERVER-01",winevt/EVTX,FILESERVER-01-Security,lateral-movement,FILESERVER-01,mwilson
2024-11-13T09:00:30Z,Logged,EVTX,Security Event Log,"Event ID: 4624 An account was successfully logged on. Account Name: svc-backup Logon Type: 5 Authentication Package: Kerberos Source Network Address: 10.0.1.30 Logon Process: Service",winevt/EVTX,FILESERVER-01-Security,,FILESERVER-01,svc-backup
2024-11-13T09:30:18Z,Logged,EVTX,Security Event Log,"Event ID: 5140 A network share object was accessed. Share Name: \\FILESERVER-01\Finance Account Name: jsmith Source Address: 10.0.0.105 Access Mask: 0x1",winevt/EVTX,FILESERVER-01-Security,,FILESERVER-01,jsmith
2024-11-13T10:00:40Z,Logged,EVTX,Security Event Log,"Event ID: 4624 An account was successfully logged on. Account Name: itadmin Logon Type: 3 Authentication Package: Kerberos Source Network Address: 10.0.0.88 Workstation Name: WS-IT01",winevt/EVTX,FILESERVER-01-Security,,FILESERVER-01,itadmin
2024-11-13T10:30:22Z,Logged,EVTX,Security Event Log,"Event ID: 5140 A network share object was accessed. Share Name: \\FILESERVER-01\IT Account Name: itadmin Source Address: 10.0.0.88 Access Mask: 0x1",winevt/EVTX,FILESERVER-01-Security,,FILESERVER-01,itadmin
2024-11-13T11:00:08Z,Logged,EVTX,Security Event Log,"Event ID: 4624 An account was successfully logged on. Account Name: jsmith Logon Type: 3 Authentication Package: Kerberos Source Network Address: 10.0.0.105 Workstation Name: WS-HR01",winevt/EVTX,FILESERVER-01-Security,,FILESERVER-01,jsmith
2024-11-13T11:30:15Z,Logged,EVTX,Security Event Log,"Event ID: 5140 A network share object was accessed. Share Name: \\FILESERVER-01\HR Account Name: jsmith Source Address: 10.0.0.105 Access Mask: 0x3",winevt/EVTX,FILESERVER-01-Security,,FILESERVER-01,jsmith
2024-11-13T12:00:00Z,Logged,EVTX,Windows Event Log,"Event ID: 4702 A scheduled task was updated. Task Name: DailyBackup Updated By: SYSTEM",winevt/EVTX,FILESERVER-01-System,,FILESERVER-01,SYSTEM
2024-11-13T12:15:44Z,Logged,EVTX,Security Event Log,"Event ID: 4624 An account was successfully logged on. Account Name: svc-backup Logon Type: 5 Authentication Package: Kerberos Source Network Address: 10.0.1.30 Logon Process: Service",winevt/EVTX,FILESERVER-01-Security,,FILESERVER-01,svc-backup
2024-11-13T13:00:10Z,Logged,EVTX,Security Event Log,"Event ID: 5140 A network share object was accessed. Share Name: \\FILESERVER-01\Finance Account Name: mwilson Source Address: 10.0.1.5 Access Mask: 0x3",winevt/EVTX,FILESERVER-01-Security,exfiltration,FILESERVER-01,mwilson
2024-11-13T13:05:22Z,Content Modification Time,EVTX,Security Event Log,"Event ID: 5140 A network share object was accessed. Share Name: \\FILESERVER-01\Finance Account Name: mwilson Source Address: 10.0.1.5 Access Mask: 0x3 Large data read detected",winevt/EVTX,FILESERVER-01-Security,exfiltration,FILESERVER-01,mwilson
2024-11-13T14:00:30Z,Logged,EVTX,Security Event Log,"Event ID: 5140 A network share object was accessed. Share Name: \\FILESERVER-01\Finance Account Name: jsmith Source Address: 10.0.0.105 Access Mask: 0x1",winevt/EVTX,FILESERVER-01-Security,,FILESERVER-01,jsmith
2024-11-13T15:00:18Z,Logged,EVTX,Security Event Log,"Event ID: 4624 An account was successfully logged on. Account Name: itadmin Logon Type: 3 Authentication Package: Kerberos Source Network Address: 10.0.0.88 Workstation Name: WS-IT01",winevt/EVTX,FILESERVER-01-Security,,FILESERVER-01,itadmin
2024-11-13T15:30:05Z,Logged,EVTX,Security Event Log,"Event ID: 5140 A network share object was accessed. Share Name: \\FILESERVER-01\IT Account Name: itadmin Source Address: 10.0.0.88 Access Mask: 0x1",winevt/EVTX,FILESERVER-01-Security,,FILESERVER-01,itadmin
2024-11-13T16:00:05Z,Logged,EVTX,Security Event Log,"Event ID: 4624 An account was successfully logged on. Account Name: svc-backup Logon Type: 5 Authentication Package: Kerberos Source Network Address: 10.0.1.30 Logon Process: Service",winevt/EVTX,FILESERVER-01-Security,,FILESERVER-01,svc-backup
2024-11-13T16:30:12Z,Logged,EVTX,Security Event Log,"Event ID: 5140 A network share object was accessed. Share Name: \\FILESERVER-01\Finance Account Name: jsmith Source Address: 10.0.0.105 Access Mask: 0x1",winevt/EVTX,FILESERVER-01-Security,,FILESERVER-01,jsmith
