timestamp,src_ip,dst_ip,src_port,dst_port,protocol,bytes_out,bytes_in,action
2024-11-21T00:24:55,10.0.2.20,10.0.2.30,55100,135,TCP,3102,1934,ALLOW
2024-11-21T00:25:02,10.0.2.20,10.0.2.30,55103,445,TCP,7821,3987,ALLOW
2024-11-21T00:28:15,10.0.2.30,91.108.4.190,56201,443,TCP,1134,712,ALLOW
2024-11-21T00:35:38,10.0.2.20,10.0.2.40,57100,135,TCP,3287,1821,ALLOW
2024-11-21T00:35:45,10.0.2.20,10.0.2.40,57103,445,TCP,8123,4012,ALLOW
2024-11-21T00:40:22,10.0.2.40,91.108.4.190,58301,443,TCP,1201,734,ALLOW
2024-11-21T00:45:29,10.0.2.10,10.0.2.5,54801,3389,TCP,38921,19034,ALLOW
2024-11-21T00:55:17,10.0.2.10,91.108.4.190,52901,443,TCP,987,612,ALLOW
2024-11-21T01:00:05,10.0.2.40,185.234.218.96,59100,443,TCP,4400000,8921,ALLOW
2024-11-21T01:02:15,10.0.2.40,185.234.218.96,59102,443,TCP,4400000,9134,ALLOW
2024-11-21T01:04:28,10.0.2.40,185.234.218.96,59105,443,TCP,4400000,8756,ALLOW
2024-11-21T01:06:41,10.0.2.40,185.234.218.96,59108,443,TCP,4400000,9012,ALLOW
2024-11-21T01:08:53,10.0.2.40,185.234.218.96,59111,443,TCP,4400000,8893,ALLOW
2024-11-21T01:11:07,10.0.2.40,185.234.218.96,59115,443,TCP,4400000,9234,ALLOW
2024-11-21T01:13:22,10.0.2.40,185.234.218.96,59118,443,TCP,4400000,8712,ALLOW
2024-11-21T01:15:35,10.0.2.40,185.234.218.96,59122,443,TCP,4400000,9045,ALLOW
2024-11-21T01:17:48,10.0.2.40,185.234.218.96,59125,443,TCP,4400000,8934,ALLOW
2024-11-21T01:20:02,10.0.2.40,185.234.218.96,59129,443,TCP,4400000,9123,ALLOW
2024-11-21T01:22:15,10.0.2.40,185.234.218.96,59132,443,TCP,4400000,8845,ALLOW
2024-11-21T01:24:28,10.0.2.40,185.234.218.96,59136,443,TCP,4400000,9267,ALLOW
2024-11-21T01:26:42,10.0.2.40,185.234.218.96,59139,443,TCP,4400000,8978,ALLOW
2024-11-21T01:28:55,10.0.2.40,185.234.218.96,59143,443,TCP,4400000,9012,ALLOW
2024-11-20T22:45:12,10.0.2.100,8.8.8.8,53201,53,UDP,187,312,ALLOW
2024-11-20T22:47:33,10.0.2.101,8.8.8.8,53204,53,UDP,201,298,ALLOW
2024-11-20T22:53:18,10.0.2.102,8.8.4.4,53208,53,UDP,178,287,ALLOW
2024-11-20T23:01:45,10.0.2.50,203.0.113.45,62101,443,TCP,45231,128934,ALLOW
2024-11-20T23:08:22,10.0.2.51,203.0.113.45,62105,443,TCP,38712,114523,ALLOW
2024-11-20T23:14:11,10.0.2.50,203.0.113.45,62109,443,TCP,41023,118934,ALLOW
2024-11-20T22:58:33,45.201.33.100,10.0.2.10,51100,3389,TCP,1234,456,DENY
2024-11-20T23:02:15,103.45.67.89,10.0.2.10,51103,3389,TCP,1198,423,DENY
2024-11-20T23:10:44,91.134.201.55,10.0.2.10,51107,3389,TCP,1312,467,DENY
2024-11-20T23:12:01,185.220.101.47,10.0.2.10,51110,22,TCP,567,0,DENY
2024-11-20T23:13:33,194.26.29.12,10.0.2.10,51112,445,TCP,789,0,DENY
